Date,Resource,Utilization
2026-01-02 23:00:00,cpu_utilization,48.407
2026-01-03 00:00:00,cpu_utilization,44.132
2026-01-03 01:00:00,cpu_utilization,37.461
2026-01-03 02:00:00,cpu_utilization,38.638
2026-01-03 03:00:00,cpu_utilization,42.007
2026-01-03 04:00:00,cpu_utilization,27.115
2026-01-03 05:00:00,cpu_utilization,39.094
2026-01-03 06:00:00,cpu_utilization,41.634
2026-01-03 07:00:00,cpu_utilization,44.645
2026-01-03 08:00:00,cpu_utilization,52.232
2026-01-03 09:00:00,cpu_utilization,71.069
2026-01-03 10:00:00,cpu_utilization,56.542
2026-01-03 11:00:00,cpu_utilization,74.961
2026-01-03 12:00:00,cpu_utilization,56.63
2026-01-03 13:00:00,cpu_utilization,69.231
2026-01-03 14:00:00,cpu_utilization,73.843
2026-01-03 15:00:00,cpu_utilization,76.635
2026-01-03 16:00:00,cpu_utilization,75.855
2026-01-03 17:00:00,cpu_utilization,73.67
2026-01-03 18:00:00,cpu_utilization,60.823
2026-01-03 19:00:00,cpu_utilization,55.591
2026-01-03 20:00:00,cpu_utilization,61.513
2026-01-03 21:00:00,cpu_utilization,48.478
2026-01-03 22:00:00,cpu_utilization,35.48
2026-01-03 23:00:00,cpu_utilization,32.909
2026-01-04 00:00:00,cpu_utilization,31.777
2026-01-04 01:00:00,cpu_utilization,41.33
2026-01-04 02:00:00,cpu_utilization,37.896
2026-01-04 03:00:00,cpu_utilization,42.912
2026-01-04 04:00:00,cpu_utilization,35.787
2026-01-04 05:00:00,cpu_utilization,43.351
2026-01-04 06:00:00,cpu_utilization,50.834
2026-01-04 07:00:00,cpu_utilization,47.713
2026-01-04 08:00:00,cpu_utilization,58.519
2026-01-04 09:00:00,cpu_utilization,54.246
2026-01-04 10:00:00,cpu_utilization,60.997
2026-01-04 11:00:00,cpu_utilization,64.593
2026-01-04 12:00:00,cpu_utilization,60.959
2026-01-04 13:00:00,cpu_utilization,76.237
2026-01-04 14:00:00,cpu_utilization,69.218
2026-01-04 15:00:00,cpu_utilization,72.478
2026-01-04 16:00:00,cpu_utilization,74.443
2026-01-04 17:00:00,cpu_utilization,71.327
2026-01-04 18:00:00,cpu_utilization,69.368
2026-01-04 19:00:00,cpu_utilization,58.934
2026-01-04 20:00:00,cpu_utilization,51.695
2026-01-04 21:00:00,cpu_utilization,49.803
2026-01-04 22:00:00,cpu_utilization,32.618
2026-01-04 23:00:00,cpu_utilization,30.83
2026-01-05 00:00:00,cpu_utilization,34.058
2026-01-05 01:00:00,cpu_utilization,34.881
2026-01-05 02:00:00,cpu_utilization,45.462
2026-01-05 03:00:00,cpu_utilization,35.652
2026-01-05 04:00:00,cpu_utilization,41.686
2026-01-05 05:00:00,cpu_utilization,57.984
2026-01-05 06:00:00,cpu_utilization,48.486
2026-01-05 07:00:00,cpu_utilization,61.595
2026-01-05 08:00:00,cpu_utilization,52.903
2026-01-05 09:00:00,cpu_utilization,63.405
2026-01-05 10:00:00,cpu_utilization,61.808
2026-01-05 11:00:00,cpu_utilization,70.442
2026-01-05 12:00:00,cpu_utilization,82.755
2026-01-05 13:00:00,cpu_utilization,64.03
2026-01-05 14:00:00,cpu_utilization,81.955
2026-01-05 15:00:00,cpu_utilization,79.787
2026-01-05 16:00:00,cpu_utilization,71.351
2026-01-05 17:00:00,cpu_utilization,61.693
2026-01-05 18:00:00,cpu_utilization,70.129
2026-01-05 19:00:00,cpu_utilization,60.993
2026-01-05 20:00:00,cpu_utilization,62.449
2026-01-05 21:00:00,cpu_utilization,56.122
2026-01-05 22:00:00,cpu_utilization,64.438
2026-01-05 23:00:00,cpu_utilization,45.999
2026-01-06 00:00:00,cpu_utilization,36.884
2026-01-06 01:00:00,cpu_utilization,44.726
2026-01-06 02:00:00,cpu_utilization,44.456
2026-01-06 03:00:00,cpu_utilization,54.201
2026-01-06 04:00:00,cpu_utilization,51.824
2026-01-06 05:00:00,cpu_utilization,50.877
2026-01-06 06:00:00,cpu_utilization,63.474
2026-01-06 07:00:00,cpu_utilization,46.617
2026-01-06 08:00:00,cpu_utilization,55.686
2026-01-06 09:00:00,cpu_utilization,58.068
2026-01-06 10:00:00,cpu_utilization,66.722
2026-01-06 11:00:00,cpu_utilization,62.572
2026-01-06 12:00:00,cpu_utilization,81.546
2026-01-06 13:00:00,cpu_utilization,76.503
2026-01-06 14:00:00,cpu_utilization,67.146
2026-01-06 15:00:00,cpu_utilization,70.192
2026-01-06 16:00:00,cpu_utilization,79.045
2026-01-06 17:00:00,cpu_utilization,80.399
2026-01-06 18:00:00,cpu_utilization,85.958
2026-01-06 19:00:00,cpu_utilization,88.972
2026-01-06 20:00:00,cpu_utilization,64.335
2026-01-06 21:00:00,cpu_utilization,48.463
2026-01-06 22:00:00,cpu_utilization,35.0
2026-01-06 23:00:00,cpu_utilization,50.488
2026-01-07 00:00:00,cpu_utilization,39.0
2026-01-07 01:00:00,cpu_utilization,40.4
2026-01-07 02:00:00,cpu_utilization,38.231
2026-01-07 03:00:00,cpu_utilization,42.633
2026-01-07 04:00:00,cpu_utilization,54.103
2026-01-07 05:00:00,cpu_utilization,49.71
2026-01-07 06:00:00,cpu_utilization,50.931
2026-01-07 07:00:00,cpu_utilization,48.274
2026-01-07 08:00:00,cpu_utilization,47.839
2026-01-07 09:00:00,cpu_utilization,62.022
2026-01-07 10:00:00,cpu_utilization,69.842
2026-01-07 11:00:00,cpu_utilization,88.161
2026-01-07 12:00:00,cpu_utilization,77.939
2026-01-07 13:00:00,cpu_utilization,86.575
2026-01-07 14:00:00,cpu_utilization,75.35
2026-01-07 15:00:00,cpu_utilization,69.269
2026-01-07 16:00:00,cpu_utilization,69.248
2026-01-07 17:00:00,cpu_utilization,68.324
2026-01-07 18:00:00,cpu_utilization,87.444
2026-01-07 19:00:00,cpu_utilization,59.522
2026-01-07 20:00:00,cpu_utilization,68.16
2026-01-07 21:00:00,cpu_utilization,49.588
2026-01-07 22:00:00,cpu_utilization,59.941
2026-01-07 23:00:00,cpu_utilization,51.858
2026-01-08 00:00:00,cpu_utilization,44.682
2026-01-08 01:00:00,cpu_utilization,43.829
2026-01-08 02:00:00,cpu_utilization,38.322
2026-01-08 03:00:00,cpu_utilization,47.76
2026-01-08 04:00:00,cpu_utilization,42.368
2026-01-08 05:00:00,cpu_utilization,39.081
2026-01-08 06:00:00,cpu_utilization,42.408
2026-01-08 07:00:00,cpu_utilization,58.372
2026-01-08 08:00:00,cpu_utilization,74.301
2026-01-08 09:00:00,cpu_utilization,67.625
2026-01-08 10:00:00,cpu_utilization,69.755
2026-01-08 11:00:00,cpu_utilization,76.737
2026-01-08 12:00:00,cpu_utilization,87.776
2026-01-08 13:00:00,cpu_utilization,80.9
2026-01-08 14:00:00,cpu_utilization,76.489
2026-01-08 15:00:00,cpu_utilization,88.031
2026-01-08 16:00:00,cpu_utilization,80.831
2026-01-08 17:00:00,cpu_utilization,86.844
2026-01-08 18:00:00,cpu_utilization,72.314
2026-01-08 19:00:00,cpu_utilization,56.729
2026-01-08 20:00:00,cpu_utilization,50.939
2026-01-08 21:00:00,cpu_utilization,70.451
2026-01-08 22:00:00,cpu_utilization,66.709
2026-01-08 23:00:00,cpu_utilization,47.774
2026-01-09 00:00:00,cpu_utilization,43.302
2026-01-09 01:00:00,cpu_utilization,56.279
2026-01-09 02:00:00,cpu_utilization,35.136
2026-01-09 03:00:00,cpu_utilization,37.466
2026-01-09 04:00:00,cpu_utilization,51.586
2026-01-09 05:00:00,cpu_utilization,46.161
2026-01-09 06:00:00,cpu_utilization,53.023
2026-01-09 07:00:00,cpu_utilization,56.116
2026-01-09 08:00:00,cpu_utilization,64.801
2026-01-09 09:00:00,cpu_utilization,78.037
2026-01-09 10:00:00,cpu_utilization,71.861
2026-01-09 11:00:00,cpu_utilization,80.033
2026-01-09 12:00:00,cpu_utilization,61.359
2026-01-09 13:00:00,cpu_utilization,79.187
2026-01-09 14:00:00,cpu_utilization,73.462
2026-01-09 15:00:00,cpu_utilization,69.862
2026-01-09 16:00:00,cpu_utilization,70.807
2026-01-09 17:00:00,cpu_utilization,72.317
2026-01-09 18:00:00,cpu_utilization,78.607
2026-01-09 19:00:00,cpu_utilization,56.346
2026-01-09 20:00:00,cpu_utilization,62.561
2026-01-09 21:00:00,cpu_utilization,53.802
2026-01-09 22:00:00,cpu_utilization,50.731
2026-01-09 23:00:00,cpu_utilization,57.664
2026-01-10 00:00:00,cpu_utilization,46.029
2026-01-10 01:00:00,cpu_utilization,50.644
2026-01-10 02:00:00,cpu_utilization,38.113
2026-01-10 03:00:00,cpu_utilization,34.413
2026-01-10 04:00:00,cpu_utilization,40.006
2026-01-10 05:00:00,cpu_utilization,46.615
2026-01-10 06:00:00,cpu_utilization,49.834
2026-01-10 07:00:00,cpu_utilization,44.105
2026-01-10 08:00:00,cpu_utilization,58.181
2026-01-10 09:00:00,cpu_utilization,63.96
2026-01-10 10:00:00,cpu_utilization,86.633
2026-01-10 11:00:00,cpu_utilization,85.254
2026-01-10 12:00:00,cpu_utilization,66.292
2026-01-10 13:00:00,cpu_utilization,72.635
2026-01-10 14:00:00,cpu_utilization,63.857
2026-01-10 15:00:00,cpu_utilization,70.244
2026-01-10 16:00:00,cpu_utilization,75.714
2026-01-10 17:00:00,cpu_utilization,79.994
2026-01-10 18:00:00,cpu_utilization,60.804
2026-01-10 19:00:00,cpu_utilization,57.081
2026-01-10 20:00:00,cpu_utilization,40.495
2026-01-10 21:00:00,cpu_utilization,51.731
2026-01-10 22:00:00,cpu_utilization,40.21
2026-01-10 23:00:00,cpu_utilization,40.764
2026-01-11 00:00:00,cpu_utilization,35.142
2026-01-11 01:00:00,cpu_utilization,39.622
2026-01-11 02:00:00,cpu_utilization,25.719
2026-01-11 03:00:00,cpu_utilization,28.676
2026-01-11 04:00:00,cpu_utilization,59.263
2026-01-11 05:00:00,cpu_utilization,34.808
2026-01-11 06:00:00,cpu_utilization,40.079
2026-01-11 07:00:00,cpu_utilization,67.908
2026-01-11 08:00:00,cpu_utilization,81.13
2026-01-11 09:00:00,cpu_utilization,53.193
2026-01-11 10:00:00,cpu_utilization,63.979
2026-01-11 11:00:00,cpu_utilization,73.403
2026-01-11 12:00:00,cpu_utilization,87.379
2026-01-11 13:00:00,cpu_utilization,67.471
2026-01-11 14:00:00,cpu_utilization,74.035
2026-01-11 15:00:00,cpu_utilization,81.62
2026-01-11 16:00:00,cpu_utilization,77.1
2026-01-11 17:00:00,cpu_utilization,67.77
2026-01-11 18:00:00,cpu_utilization,65.998
2026-01-11 19:00:00,cpu_utilization,51.747
2026-01-11 20:00:00,cpu_utilization,56.2
2026-01-11 21:00:00,cpu_utilization,51.333
2026-01-11 22:00:00,cpu_utilization,50.998
2026-01-11 23:00:00,cpu_utilization,40.988
2026-01-12 00:00:00,cpu_utilization,51.436
2026-01-12 01:00:00,cpu_utilization,53.985
2026-01-12 02:00:00,cpu_utilization,46.531
2026-01-12 03:00:00,cpu_utilization,48.733
2026-01-12 04:00:00,cpu_utilization,48.161
2026-01-12 05:00:00,cpu_utilization,50.615
2026-01-12 06:00:00,cpu_utilization,48.588
2026-01-12 07:00:00,cpu_utilization,61.251
2026-01-12 08:00:00,cpu_utilization,62.618
2026-01-12 09:00:00,cpu_utilization,84.818
2026-01-12 10:00:00,cpu_utilization,85.019
2026-01-12 11:00:00,cpu_utilization,79.265
2026-01-12 12:00:00,cpu_utilization,72.952
2026-01-12 13:00:00,cpu_utilization,71.973
2026-01-12 14:00:00,cpu_utilization,91.033
2026-01-12 15:00:00,cpu_utilization,83.011
2026-01-12 16:00:00,cpu_utilization,82.97
2026-01-12 17:00:00,cpu_utilization,62.329
2026-01-12 18:00:00,cpu_utilization,79.996
2026-01-12 19:00:00,cpu_utilization,71.888
2026-01-12 20:00:00,cpu_utilization,54.729
2026-01-12 21:00:00,cpu_utilization,55.199
2026-01-12 22:00:00,cpu_utilization,56.758
2026-01-12 23:00:00,cpu_utilization,51.358
2026-01-13 00:00:00,cpu_utilization,45.758
2026-01-13 01:00:00,cpu_utilization,45.487
2026-01-13 02:00:00,cpu_utilization,43.704
2026-01-13 03:00:00,cpu_utilization,47.572
2026-01-13 04:00:00,cpu_utilization,59.939
2026-01-13 05:00:00,cpu_utilization,30.513
2026-01-13 06:00:00,cpu_utilization,52.897
2026-01-13 07:00:00,cpu_utilization,60.563
2026-01-13 08:00:00,cpu_utilization,66.196
2026-01-13 09:00:00,cpu_utilization,65.529
2026-01-13 10:00:00,cpu_utilization,58.81
2026-01-13 11:00:00,cpu_utilization,79.234
2026-01-13 12:00:00,cpu_utilization,93.307
2026-01-13 13:00:00,cpu_utilization,69.034
2026-01-13 14:00:00,cpu_utilization,88.847
2026-01-13 15:00:00,cpu_utilization,78.712
2026-01-13 16:00:00,cpu_utilization,79.07
2026-01-13 17:00:00,cpu_utilization,68.295
2026-01-13 18:00:00,cpu_utilization,70.332
2026-01-13 19:00:00,cpu_utilization,79.085
2026-01-13 20:00:00,cpu_utilization,68.705
2026-01-13 21:00:00,cpu_utilization,73.262
2026-01-13 22:00:00,cpu_utilization,64.499
2026-01-13 23:00:00,cpu_utilization,54.883
2026-01-14 00:00:00,cpu_utilization,62.479
2026-01-14 01:00:00,cpu_utilization,50.259
2026-01-14 02:00:00,cpu_utilization,52.776
2026-01-14 03:00:00,cpu_utilization,44.411
2026-01-14 04:00:00,cpu_utilization,49.132
2026-01-14 05:00:00,cpu_utilization,45.899
2026-01-14 06:00:00,cpu_utilization,63.141
2026-01-14 07:00:00,cpu_utilization,50.157
2026-01-14 08:00:00,cpu_utilization,70.519
2026-01-14 09:00:00,cpu_utilization,67.412
2026-01-14 10:00:00,cpu_utilization,82.666
2026-01-14 11:00:00,cpu_utilization,83.049
2026-01-14 12:00:00,cpu_utilization,94.486
2026-01-14 13:00:00,cpu_utilization,87.583
2026-01-14 14:00:00,cpu_utilization,69.792
2026-01-14 15:00:00,cpu_utilization,81.237
2026-01-14 16:00:00,cpu_utilization,70.616
2026-01-14 17:00:00,cpu_utilization,73.004
2026-01-14 18:00:00,cpu_utilization,85.53
2026-01-14 19:00:00,cpu_utilization,74.217
2026-01-14 20:00:00,cpu_utilization,58.885
2026-01-14 21:00:00,cpu_utilization,51.726
2026-01-14 22:00:00,cpu_utilization,55.774
2026-01-14 23:00:00,cpu_utilization,42.07
2026-01-15 00:00:00,cpu_utilization,43.59
2026-01-15 01:00:00,cpu_utilization,49.675
2026-01-15 02:00:00,cpu_utilization,55.826
2026-01-15 03:00:00,cpu_utilization,52.085
2026-01-15 04:00:00,cpu_utilization,30.701
2026-01-15 05:00:00,cpu_utilization,54.345
2026-01-15 06:00:00,cpu_utilization,56.232
2026-01-15 07:00:00,cpu_utilization,63.326
2026-01-15 08:00:00,cpu_utilization,77.622
2026-01-15 09:00:00,cpu_utilization,52.863
2026-01-15 10:00:00,cpu_utilization,68.999
2026-01-15 11:00:00,cpu_utilization,82.201
2026-01-15 12:00:00,cpu_utilization,67.7
2026-01-15 13:00:00,cpu_utilization,93.976
2026-01-15 14:00:00,cpu_utilization,85.747
2026-01-15 15:00:00,cpu_utilization,88.977
2026-01-15 16:00:00,cpu_utilization,75.857
2026-01-15 17:00:00,cpu_utilization,84.092
2026-01-15 18:00:00,cpu_utilization,82.42
2026-01-15 19:00:00,cpu_utilization,71.412
2026-01-15 20:00:00,cpu_utilization,66.783
2026-01-15 21:00:00,cpu_utilization,62.43
2026-01-15 22:00:00,cpu_utilization,49.037
2026-01-15 23:00:00,cpu_utilization,51.054
2026-01-16 00:00:00,cpu_utilization,48.171
2026-01-16 01:00:00,cpu_utilization,50.678
2026-01-16 02:00:00,cpu_utilization,55.015
2026-01-16 03:00:00,cpu_utilization,39.179
2026-01-16 04:00:00,cpu_utilization,48.463
2026-01-16 05:00:00,cpu_utilization,64.194
2026-01-16 06:00:00,cpu_utilization,50.139
2026-01-16 07:00:00,cpu_utilization,53.869
2026-01-16 08:00:00,cpu_utilization,66.742
2026-01-16 09:00:00,cpu_utilization,76.556
2026-01-16 10:00:00,cpu_utilization,74.251
2026-01-16 11:00:00,cpu_utilization,88.538
2026-01-16 12:00:00,cpu_utilization,87.639
2026-01-16 13:00:00,cpu_utilization,89.335
2026-01-16 14:00:00,cpu_utilization,87.665
2026-01-16 15:00:00,cpu_utilization,99.0
2026-01-16 16:00:00,cpu_utilization,79.215
2026-01-16 17:00:00,cpu_utilization,61.986
2026-01-16 18:00:00,cpu_utilization,87.138
2026-01-16 19:00:00,cpu_utilization,66.319
2026-01-16 20:00:00,cpu_utilization,66.203
2026-01-16 21:00:00,cpu_utilization,71.176
2026-01-16 22:00:00,cpu_utilization,43.558
2026-01-16 23:00:00,cpu_utilization,42.653
2026-01-17 00:00:00,cpu_utilization,31.938
2026-01-17 01:00:00,cpu_utilization,36.615
2026-01-17 02:00:00,cpu_utilization,45.89
2026-01-17 03:00:00,cpu_utilization,47.198
2026-01-17 04:00:00,cpu_utilization,47.031
2026-01-17 05:00:00,cpu_utilization,36.397
2026-01-17 06:00:00,cpu_utilization,32.964
2026-01-17 07:00:00,cpu_utilization,56.239
2026-01-17 08:00:00,cpu_utilization,56.707
2026-01-17 09:00:00,cpu_utilization,68.833
2026-01-17 10:00:00,cpu_utilization,75.133
2026-01-17 11:00:00,cpu_utilization,74.369
2026-01-17 12:00:00,cpu_utilization,82.223
2026-01-17 13:00:00,cpu_utilization,79.791
2026-01-17 14:00:00,cpu_utilization,82.83
2026-01-17 15:00:00,cpu_utilization,72.356
2026-01-17 16:00:00,cpu_utilization,74.777
2026-01-17 17:00:00,cpu_utilization,74.945
2026-01-17 18:00:00,cpu_utilization,76.225
2026-01-17 19:00:00,cpu_utilization,62.188
2026-01-17 20:00:00,cpu_utilization,64.866
2026-01-17 21:00:00,cpu_utilization,53.93
2026-01-17 22:00:00,cpu_utilization,50.793
2026-01-17 23:00:00,cpu_utilization,54.659
2026-01-18 00:00:00,cpu_utilization,29.236
2026-01-18 01:00:00,cpu_utilization,33.029
2026-01-18 02:00:00,cpu_utilization,30.948
2026-01-18 03:00:00,cpu_utilization,24.767
2026-01-18 04:00:00,cpu_utilization,39.826
2026-01-18 05:00:00,cpu_utilization,54.127
2026-01-18 06:00:00,cpu_utilization,49.598
2026-01-18 07:00:00,cpu_utilization,57.819
2026-01-18 08:00:00,cpu_utilization,69.627
2026-01-18 09:00:00,cpu_utilization,76.211
2026-01-18 10:00:00,cpu_utilization,69.396
2026-01-18 11:00:00,cpu_utilization,84.524
2026-01-18 12:00:00,cpu_utilization,77.31
2026-01-18 13:00:00,cpu_utilization,71.69
2026-01-18 14:00:00,cpu_utilization,74.266
2026-01-18 15:00:00,cpu_utilization,66.581
2026-01-18 16:00:00,cpu_utilization,69.54
2026-01-18 17:00:00,cpu_utilization,70.939
2026-01-18 18:00:00,cpu_utilization,76.522
2026-01-18 19:00:00,cpu_utilization,79.536
2026-01-18 20:00:00,cpu_utilization,50.072
2026-01-18 21:00:00,cpu_utilization,59.631
2026-01-18 22:00:00,cpu_utilization,43.841
2026-01-18 23:00:00,cpu_utilization,52.253
2026-01-19 00:00:00,cpu_utilization,49.639
2026-01-19 01:00:00,cpu_utilization,34.26
2026-01-19 02:00:00,cpu_utilization,55.738
2026-01-19 03:00:00,cpu_utilization,44.103
2026-01-19 04:00:00,cpu_utilization,46.488
2026-01-19 05:00:00,cpu_utilization,45.08
2026-01-19 06:00:00,cpu_utilization,52.15
2026-01-19 07:00:00,cpu_utilization,65.166
2026-01-19 08:00:00,cpu_utilization,64.906
2026-01-19 09:00:00,cpu_utilization,73.726
2026-01-19 10:00:00,cpu_utilization,78.351
2026-01-19 11:00:00,cpu_utilization,89.767
2026-01-19 12:00:00,cpu_utilization,79.338
2026-01-19 13:00:00,cpu_utilization,72.082
2026-01-19 14:00:00,cpu_utilization,93.066
2026-01-19 15:00:00,cpu_utilization,81.281
2026-01-19 16:00:00,cpu_utilization,91.069
2026-01-19 17:00:00,cpu_utilization,82.377
2026-01-19 18:00:00,cpu_utilization,74.551
2026-01-19 19:00:00,cpu_utilization,74.067
2026-01-19 20:00:00,cpu_utilization,82.244
2026-01-19 21:00:00,cpu_utilization,78.611
2026-01-19 22:00:00,cpu_utilization,58.227
2026-01-19 23:00:00,cpu_utilization,55.244
2026-01-20 00:00:00,cpu_utilization,59.729
2026-01-20 01:00:00,cpu_utilization,42.574
2026-01-20 02:00:00,cpu_utilization,51.409
2026-01-20 03:00:00,cpu_utilization,49.168
2026-01-20 04:00:00,cpu_utilization,53.703
2026-01-20 05:00:00,cpu_utilization,47.403
2026-01-20 06:00:00,cpu_utilization,45.099
2026-01-20 07:00:00,cpu_utilization,45.591
2026-01-20 08:00:00,cpu_utilization,57.913
2026-01-20 09:00:00,cpu_utilization,67.859
2026-01-20 10:00:00,cpu_utilization,73.542
2026-01-20 11:00:00,cpu_utilization,95.132
2026-01-20 12:00:00,cpu_utilization,91.36
2026-01-20 13:00:00,cpu_utilization,76.632
2026-01-20 14:00:00,cpu_utilization,87.742
2026-01-20 15:00:00,cpu_utilization,81.108
2026-01-20 16:00:00,cpu_utilization,80.31
2026-01-20 17:00:00,cpu_utilization,81.225
2026-01-20 18:00:00,cpu_utilization,80.985
2026-01-20 19:00:00,cpu_utilization,68.995
2026-01-20 20:00:00,cpu_utilization,75.579
2026-01-20 21:00:00,cpu_utilization,53.292
2026-01-20 22:00:00,cpu_utilization,58.155
2026-01-20 23:00:00,cpu_utilization,75.175
2026-01-21 00:00:00,cpu_utilization,53.336
2026-01-21 01:00:00,cpu_utilization,61.237
2026-01-21 02:00:00,cpu_utilization,49.908
2026-01-21 03:00:00,cpu_utilization,54.454
2026-01-21 04:00:00,cpu_utilization,51.169
2026-01-21 05:00:00,cpu_utilization,53.139
2026-01-21 06:00:00,cpu_utilization,52.012
2026-01-21 07:00:00,cpu_utilization,66.05
2026-01-21 08:00:00,cpu_utilization,60.472
2026-01-21 09:00:00,cpu_utilization,77.285
2026-01-21 10:00:00,cpu_utilization,85.002
2026-01-21 11:00:00,cpu_utilization,82.998
2026-01-21 12:00:00,cpu_utilization,80.654
2026-01-21 13:00:00,cpu_utilization,88.392
2026-01-21 14:00:00,cpu_utilization,82.923
2026-01-21 15:00:00,cpu_utilization,92.281
2026-01-21 16:00:00,cpu_utilization,68.365
2026-01-21 17:00:00,cpu_utilization,77.489
2026-01-21 18:00:00,cpu_utilization,60.538
2026-01-21 19:00:00,cpu_utilization,60.18
2026-01-21 20:00:00,cpu_utilization,78.411
2026-01-21 21:00:00,cpu_utilization,70.021
2026-01-21 22:00:00,cpu_utilization,52.78
2026-01-21 23:00:00,cpu_utilization,42.806
2026-01-22 00:00:00,cpu_utilization,28.267
2026-01-22 01:00:00,cpu_utilization,45.855
2026-01-22 02:00:00,cpu_utilization,68.971
2026-01-22 03:00:00,cpu_utilization,53.718
2026-01-22 04:00:00,cpu_utilization,47.579
2026-01-22 05:00:00,cpu_utilization,58.655
2026-01-22 06:00:00,cpu_utilization,46.192
2026-01-22 07:00:00,cpu_utilization,60.661
2026-01-22 08:00:00,cpu_utilization,68.512
2026-01-22 09:00:00,cpu_utilization,71.704
2026-01-22 10:00:00,cpu_utilization,83.078
2026-01-22 11:00:00,cpu_utilization,83.255
2026-01-22 12:00:00,cpu_utilization,88.723
2026-01-22 13:00:00,cpu_utilization,79.686
2026-01-22 14:00:00,cpu_utilization,93.007
2026-01-22 15:00:00,cpu_utilization,98.26
2026-01-22 16:00:00,cpu_utilization,75.687
2026-01-22 17:00:00,cpu_utilization,73.504
2026-01-22 18:00:00,cpu_utilization,87.582
2026-01-22 19:00:00,cpu_utilization,71.042
2026-01-22 20:00:00,cpu_utilization,79.163
2026-01-22 21:00:00,cpu_utilization,59.751
2026-01-22 22:00:00,cpu_utilization,70.608
2026-01-22 23:00:00,cpu_utilization,56.31
2026-01-23 00:00:00,cpu_utilization,54.481
2026-01-23 01:00:00,cpu_utilization,63.153
2026-01-23 02:00:00,cpu_utilization,47.146
2026-01-23 03:00:00,cpu_utilization,43.142
2026-01-23 04:00:00,cpu_utilization,48.899
2026-01-23 05:00:00,cpu_utilization,58.985
2026-01-23 06:00:00,cpu_utilization,46.586
2026-01-23 07:00:00,cpu_utilization,68.571
2026-01-23 08:00:00,cpu_utilization,63.838
2026-01-23 09:00:00,cpu_utilization,82.007
2026-01-23 10:00:00,cpu_utilization,58.03
2026-01-23 11:00:00,cpu_utilization,74.637
2026-01-23 12:00:00,cpu_utilization,70.317
2026-01-23 13:00:00,cpu_utilization,79.015
2026-01-23 14:00:00,cpu_utilization,88.237
2026-01-23 15:00:00,cpu_utilization,84.227
2026-01-23 16:00:00,cpu_utilization,81.853
2026-01-23 17:00:00,cpu_utilization,79.764
2026-01-23 18:00:00,cpu_utilization,78.955
2026-01-23 19:00:00,cpu_utilization,64.936
2026-01-23 20:00:00,cpu_utilization,74.019
2026-01-23 21:00:00,cpu_utilization,69.025
2026-01-23 22:00:00,cpu_utilization,62.48
2026-01-23 23:00:00,cpu_utilization,60.142
2026-01-24 00:00:00,cpu_utilization,50.144
2026-01-24 01:00:00,cpu_utilization,62.273
2026-01-24 02:00:00,cpu_utilization,44.7
2026-01-24 03:00:00,cpu_utilization,43.572
2026-01-24 04:00:00,cpu_utilization,41.816
2026-01-24 05:00:00,cpu_utilization,42.465
2026-01-24 06:00:00,cpu_utilization,44.513
